Region,State/Province,Category,Sub-Category,Segment,Average Order Value,Profit Margin,Distinct count of Customer ID,Distinct count of Order ID,Discount,Profit,Quantity,Sales
East,New Hampshire,Office Supplies,Paper,Corporate,35.88,0.45,1,1,0,16.15,6,35.88
East,New Hampshire,Office Supplies,Paper,Consumer,34.44,0.5,1,1,0,17.22,3,34.44
East,New Hampshire,Office Supplies,Binders,Corporate,22.92,0.48,1,1,0,11,4,22.92
East,New Hampshire,Office Supplies,Binders,Consumer,370.28,0.47,2,2,0,348.06,5,740.56
East,New Hampshire,Office Supplies,Storage,Home Office,67.4,0.26,1,1,0,17.52,5,67.4
East,New Hampshire,Office Supplies,Storage,Corporate,269.9,0.06,1,1,0,16.19,5,269.9
East,New Hampshire,Office Supplies,Appliances,Corporate,33.28,0.28,1,1,0,9.32,4,33.28
East,New Hampshire,Office Supplies,Art,Home Office,227.88,0.3,1,1,0,68.36,6,227.88
East,New Hampshire,Office Supplies,Art,Corporate,38.52,0.31,1,1,0,11.94,9,38.52
East,New Hampshire,Office Supplies,Labels,Home Office,24.64,0.48,1,1,0,11.83,8,24.64
East,New Hampshire,Office Supplies,Labels,Consumer,16.52,0.46,1,1,0,7.6,4,16.52
East,New Hampshire,Office Supplies,Fasteners,Consumer,14.82,0.47,1,1,0,6.97,6,14.82
East,New Hampshire,Office Supplies,Supplies,Home Office,27.93,0.29,1,1,0,8.1,3,27.93
East,New Hampshire,Technology,Phones,Home Office,824.95,0.3,1,1,0,247.49,5,824.95
East,New Hampshire,Technology,Accessories,Home Office,"1,325.94",0.22536,2,2,0,597.63,13,"2,651.87"
East,New Hampshire,Technology,Accessories,Corporate,159.98,0.36,1,1,0,57.59,2,159.98
East,New Jersey,Furniture,Chairs,Corporate,456.71,0.22442,4,4,0,409.97,12,"1,826.82"
East,New Jersey,Furniture,Chairs,Consumer,278.36,0.14482,3,3,0,120.94,10,835.08
East,New Jersey,Furniture,Furnishings,Home Office,8.92,0.44,1,1,0,3.92,4,8.92
East,New Jersey,Furniture,Furnishings,Corporate,65.65,0.33263,9,9,0,196.53,36,590.83
East,New Jersey,Furniture,Furnishings,Consumer,87.81,0.31565,4,4,0,110.86,13,351.22
East,New Jersey,Furniture,Bookcases,Consumer,"1,137.94",0.06213,2,2,0,141.39,6,"2,275.88"
East,New Jersey,Furniture,Tables,Consumer,209.15,-0.12262,2,2,0.6,-51.29,4,418.29
East,New Jersey,Office Supplies,Paper,Home Office,16.18,0.48164,4,4,0,31.18,10,64.73
East,New Jersey,Office Supplies,Paper,Corporate,106.8,0.48082,7,7,0,359.45,31,747.58
East,New Jersey,Office Supplies,Paper,Consumer,152.36,0.48031,4,4,0,292.73,18,609.45
East,New Jersey,Office Supplies,Binders,Home Office,73.75,0.46492,4,4,0,137.14,16,294.98
East,New Jersey,Office Supplies,Binders,Corporate,342.41,0.47313,6,6,0,972.03,18,"2,054.47"
East,New Jersey,Office Supplies,Binders,Consumer,295.02,0.45752,4,4,0,539.91,15,"1,180.07"
East,New Jersey,Office Supplies,Storage,Home Office,934.76,0.24033,3,3,0,673.95,12,"2,804.27"
East,New Jersey,Office Supplies,Storage,Corporate,366.15,0.05223,5,5,0,95.63,18,"1,830.76"
East,New Jersey,Office Supplies,Storage,Consumer,34.05,0.28,1,1,0,9.53,3,34.05
East,New Jersey,Office Supplies,Appliances,Home Office,76.5,0.26452,2,2,0,40.47,9,152.99
East,New Jersey,Office Supplies,Appliances,Corporate,69.23,0.28191,4,4,0,78.07,8,276.92
East,New Jersey,Office Supplies,Appliances,Consumer,629.08,0.28743,6,6,0,"1,084.90",31,"3,774.45"
East,New Jersey,Office Supplies,Envelopes,Home Office,52.34,0.47,1,1,0,24.6,2,52.34
East,New Jersey,Office Supplies,Envelopes,Corporate,37.24,0.46568,2,2,0,34.68,6,74.48
East,New Jersey,Office Supplies,Envelopes,Consumer,26.88,0.48,1,1,0,12.9,6,26.88
East,New Jersey,Office Supplies,Art,Home Office,146.93,0.29,2,2,0,85.22,8,293.86
East,New Jersey,Office Supplies,Art,Corporate,9.76,0.25991,3,3,0,7.61,10,29.27
East,New Jersey,Office Supplies,Art,Consumer,69.95,0.26322,6,6,0,110.47,19,419.67
East,New Jersey,Office Supplies,Labels,Home Office,31.05,0.48,1,1,0,14.9,3,31.05
East,New Jersey,Office Supplies,Labels,Corporate,14.4,0.49,1,1,0,7.06,5,14.4
East,New Jersey,Office Supplies,Labels,Consumer,6.96,0.48705,3,3,0,10.17,5,20.89
East,New Jersey,Office Supplies,Fasteners,Home Office,7.16,0.5,1,1,0,3.58,2,7.16
East,New Jersey,Office Supplies,Fasteners,Corporate,6.54,0.33,1,1,0,2.16,3,6.54
East,New Jersey,Office Supplies,Fasteners,Consumer,13.47,0.23188,3,3,0,9.37,15,40.42
East,New Jersey,Office Supplies,Supplies,Home Office,27.93,0.29,1,1,0,8.1,3,27.93
East,New Jersey,Office Supplies,Supplies,Consumer,43.25,0.2841,2,2,0,24.58,7,86.5
East,New Jersey,Technology,Phones,Home Office,104.98,0.5,1,1,0,52.49,2,104.98
East,New Jersey,Technology,Phones,Corporate,396.97,0.37026,3,3,0,440.95,12,"1,190.91"
East,New Jersey,Technology,Phones,Consumer,570.47,0.27047,4,4,0,617.18,19,"2,281.86"
East,New Jersey,Technology,Accessories,Home Office,159.47,0.34997,2,2,0,111.62,7,318.93
East,New Jersey,Technology,Accessories,Corporate,102.68,0.39932,2,2,0,82,8,205.36
East,New Jersey,Technology,Accessories,Consumer,99.85,0.31247,5,5,0,156.01,19,499.27
East,New Jersey,Technology,Machines,Corporate,"4,709.93",0.26374,2,2,0,"2,484.35",15,"9,419.85"
East,New Jersey,Technology,Machines,Consumer,480,0.47,1,1,0,225.6,4,480
East,New York,Furniture,Chairs,Home Office,576.26,0.17013,12,12,1.3,"1,176.48",53,"6,915.14"
East,New York,Furniture,Chairs,Corporate,568.58,0.15504,16,19,1.9,"1,674.85",70,"10,803.07"
East,New York,Furniture,Chairs,Consumer,722.9,0.14731,40,40,4.4,"4,259.68",190,"28,916.04"
East,New York,Furniture,Furnishings,Home Office,74.08,0.3042,9,9,0,202.83,41,666.75
East,New York,Furniture,Furnishings,Corporate,128.55,0.24614,31,33,0,"1,044.12",133,"4,242.06"
East,New York,Furniture,Furnishings,Consumer,107.62,0.31942,48,49,0,"1,684.48",182,"5,273.51"
East,New York,Furniture,Bookcases,Home Office,638.34,0.07008,3,3,0.8,134.2,12,"1,915.01"
East,New York,Furniture,Bookcases,Corporate,534.61,0.08831,5,5,1,236.07,19,"2,673.03"
East,New York,Furniture,Bookcases,Consumer,826.78,-0.00107,22,22,4.6,-19.39,82,"18,189.10"
East,New York,Furniture,Tables,Home Office,212.1,-0.31257,2,2,0.8,-132.59,5,424.19
East,New York,Furniture,Tables,Corporate,597.86,-0.34658,12,12,5.6,"-2,486.49",37,"7,174.27"
East,New York,Furniture,Tables,Consumer,515.05,-0.31009,12,12,4.8,"-1,916.56",53,"6,180.56"
East,New York,Office Supplies,Paper,Home Office,96.06,0.47584,20,23,0,"1,051.33",108,"2,209.42"
East,New York,Office Supplies,Paper,Corporate,67.47,0.47971,29,32,0,"1,035.74",132,"2,159.12"
East,New York,Office Supplies,Paper,Consumer,51.11,0.4735,72,80,0,"1,936.01",325,"4,088.72"
East,New York,Office Supplies,Binders,Home Office,293.35,0.32792,18,19,4.4,"1,827.73",101,"5,573.73"
East,New York,Office Supplies,Binders,Corporate,164.88,0.33761,38,43,9.8,"2,393.63",193,"7,089.99"
East,New York,Office Supplies,Binders,Consumer,208.35,0.34732,87,95,21.6,"6,874.66",402,"19,793.19"
East,New York,Office Supplies,Storage,Home Office,285.1,0.09405,14,14,0,375.4,52,"3,991.38"
East,New York,Office Supplies,Storage,Corporate,355.62,0.21179,26,26,0,"1,958.21",116,"9,246.15"
East,New York,Office Supplies,Storage,Consumer,279.4,0.14642,48,49,0,"2,004.61",188,"13,690.82"
East,New York,Office Supplies,Appliances,Home Office,216.71,0.28464,6,6,0,370.09,24,"1,300.24"
East,New York,Office Supplies,Appliances,Corporate,398.93,0.27155,13,14,0,"1,516.60",58,"5,585.04"
East,New York,Office Supplies,Appliances,Consumer,266.3,0.30059,24,24,0,"1,921.07",84,"6,391.10"
East,New York,Office Supplies,Envelopes,Home Office,30.75,0.46167,3,3,0,42.58,8,92.24
East,New York,Office Supplies,Envelopes,Corporate,58.99,0.47919,11,11,0,310.95,39,648.92
East,New York,Office Supplies,Envelopes,Consumer,57.54,0.46104,17,18,0,477.49,58,"1,035.67"
East,New York,Office Supplies,Art,Home Office,22.44,0.31299,17,19,0,133.44,62,426.36
East,New York,Office Supplies,Art,Corporate,43.08,0.29666,21,22,0,281.13,105,947.67
East,New York,Office Supplies,Art,Consumer,41.27,0.30288,38,39,0,487.51,169,"1,609.57"
East,New York,Office Supplies,Labels,Home Office,20.78,0.47093,6,6,0,58.73,22,124.7
East,New York,Office Supplies,Labels,Corporate,21.97,0.47452,8,8,0,83.39,32,175.73
East,New York,Office Supplies,Labels,Consumer,36.67,0.47373,27,27,0,469.06,124,990.14
East,New York,Office Supplies,Fasteners,Home Office,7.56,0.04,1,1,0,0.3,6,7.56
East,New York,Office Supplies,Fasteners,Corporate,13.83,0.40433,7,7,0,39.13,33,96.78
East,New York,Office Supplies,Fasteners,Consumer,14.01,0.42396,13,13,0,77.23,47,182.17
East,New York,Office Supplies,Supplies,Home Office,123.84,0.03796,2,2,0,9.4,3,247.67
East,New York,Office Supplies,Supplies,Corporate,65.88,0.12751,8,8,0,67.21,26,527.04
East,New York,Office Supplies,Supplies,Consumer,127.78,0.10701,14,14,0,191.43,68,"1,788.92"
East,New York,Technology,Copiers,Home Office,"5,999.98",0.3475,2,2,0.4,"4,169.98",6,"11,999.95"
East,New York,Technology,Copiers,Corporate,479.98,0.1875,1,1,0.2,90,2,479.98
East,New York,Technology,Copiers,Consumer,"1,179.98",0.33475,4,4,0.8,"1,579.97",12,"4,719.90"
East,New York,Technology,Phones,Home Office,558.66,0.2674,14,14,0,"2,091.38",56,"7,821.21"
East,New York,Technology,Phones,Corporate,361.1,0.28066,31,33,0,"3,344.38",110,"11,916.26"
East,New York,Technology,Phones,Consumer,533.95,0.28681,51,52,0,"7,963.43",227,"27,765.15"
East,New York,Technology,Accessories,Home Office,245.47,0.31045,10,10,0,762.06,41,"2,454.67"
East,New York,Technology,Accessories,Corporate,189.88,0.32501,16,17,0,"1,049.12",72,"3,227.98"
East,New York,Technology,Accessories,Consumer,339.39,0.27427,39,41,0,"3,816.39",163,"13,914.89"
East,New York,Technology,Machines,Home Office,"1,924.28",0.48504,6,6,0,"5,600.13",25,"11,545.70"
East,New York,Technology,Machines,Corporate,"2,739.56",0.35467,4,4,0,"3,886.51",18,"10,958.22"
East,New York,Technology,Machines,Consumer,"3,446.60",0.3788,6,6,0,"7,833.45",30,"20,679.58"
East,Newfoundland and Labrador,Furniture,Furnishings,Corporate,103.04,0.36234,1,5,0,186.68,45,515.2
East,Nova Scotia,Furniture,Furnishings,Home Office,58.36,-0.425,1,4,2.4,-99.21,20,233.44
East,Nova Scotia,Office Supplies,Paper,Home Office,74.35,0.3125,1,2,0.4,46.47,6,148.7
East,Ohio,Furniture,Chairs,Home Office,420.31,-0.05231,4,4,1.5,-87.95,12,"1,681.23"
East,Ohio,Furniture,Chairs,Corporate,549.02,-0.12556,5,5,1.5,-344.69,20,"2,745.12"
East,Ohio,Furniture,Chairs,Consumer,519.94,-0.03789,9,11,3.9,-216.72,47,"5,719.35"
East,Ohio,Furniture,Furnishings,Home Office,52.2,0.20882,9,10,2,109,54,521.99
East,Ohio,Furniture,Furnishings,Corporate,88.02,0.00917,9,9,1.8,7.27,31,792.22
East,Ohio,Furniture,Furnishings,Consumer,110.98,0.14459,24,25,5.4,401.15,99,"2,774.41"
East,Ohio,Furniture,Bookcases,Home Office,86.97,-0.56,1,1,0.5,-48.7,3,86.97
East,Ohio,Furniture,Bookcases,Corporate,338.45,-0.65414,4,4,2,-885.57,20,"1,353.80"
East,Ohio,Furniture,Bookcases,Consumer,212.31,-0.66691,3,3,1.5,-424.78,9,636.94
East,Ohio,Furniture,Tables,Home Office,310.22,-0.38752,5,5,2,-601.09,12,"1,551.10"
East,Ohio,Furniture,Tables,Corporate,882.19,-0.32575,6,6,2.4,"-1,724.22",29,"5,293.13"
East,Ohio,Furniture,Tables,Consumer,208.58,-0.37399,5,5,2,-390.02,8,"1,042.88"
East,Ohio,Office Supplies,Paper,Home Office,63.49,0.34598,15,16,4.2,351.47,74,"1,015.86"
East,Ohio,Office Supplies,Paper,Corporate,44.47,0.35556,7,8,1.8,126.5,26,355.78
East,Ohio,Office Supplies,Paper,Consumer,32.28,0.34349,24,24,5.2,266.08,94,774.64
East,Ohio,Office Supplies,Binders,Home Office,28.65,-0.74798,14,14,9.8,-300.02,67,401.11
East,Ohio,Office Supplies,Binders,Corporate,28.99,-0.73962,12,14,11.9,-300.13,83,405.79
East,Ohio,Office Supplies,Binders,Consumer,30.01,-0.72106,35,37,29.4,-800.51,142,"1,110.19"
East,Ohio,Office Supplies,Storage,Home Office,283.96,0.00876,4,4,0.8,9.95,18,"1,135.82"
East,Ohio,Office Supplies,Storage,Corporate,178.58,-0.01957,8,8,2,-27.97,29,"1,428.61"
East,Ohio,Office Supplies,Storage,Consumer,235,-0.05496,20,20,4.6,-258.32,76,"4,700.01"
East,Ohio,Office Supplies,Appliances,Home Office,294.27,0.11019,4,4,0.8,129.7,16,"1,177.09"
East,Ohio,Office Supplies,Appliances,Corporate,241.5,0.09161,8,8,1.8,176.99,43,"1,932.03"
East,Ohio,Office Supplies,Appliances,Consumer,169.84,0.10573,10,10,2,179.57,37,"1,698.42"
East,Ohio,Office Supplies,Envelopes,Home Office,37.86,0.33883,3,3,0.6,38.49,6,113.59
East,Ohio,Office Supplies,Envelopes,Corporate,33.97,0.36469,3,3,0.6,37.16,10,101.9
East,Ohio,Office Supplies,Envelopes,Consumer,69.3,0.3433,5,5,1.2,118.96,22,346.51
East,Ohio,Office Supplies,Art,Home Office,12.11,0.10694,4,4,0.8,5.18,14,48.42
East,Ohio,Office Supplies,Art,Corporate,22.56,0.11536,9,9,1.8,23.42,34,203.01
East,Ohio,Office Supplies,Art,Consumer,24.53,0.1268,24,24,5.2,74.64,92,588.67
East,Ohio,Office Supplies,Labels,Home Office,13.86,0.34581,2,2,0.4,9.58,12,27.71
East,Ohio,Office Supplies,Labels,Corporate,15.24,0.35657,3,3,0.6,16.3,8,45.71
East,Ohio,Office Supplies,Labels,Consumer,11.05,0.33523,8,8,1.6,29.64,23,88.42
East,Ohio,Office Supplies,Fasteners,Home Office,14.5,0.33627,3,3,0.6,14.63,15,43.5
East,Ohio,Office Supplies,Fasteners,Corporate,13.79,0.19124,3,3,0.8,7.91,22,41.36
East,Ohio,Office Supplies,Fasteners,Consumer,17.15,0.32142,7,7,1.4,38.58,46,120.04
East,Ohio,Office Supplies,Supplies,Corporate,199.06,-0.20104,2,2,0.4,-80.04,4,398.11
East,Ohio,Office Supplies,Supplies,Consumer,16.14,-0.03553,5,5,1,-2.87,18,80.7
East,Ohio,Technology,Copiers,Corporate,869.99,0.08333,2,2,0.8,145,5,"1,739.97"
East,Ohio,Technology,Copiers,Consumer,"1,049.98",0.14381,2,2,0.8,301.99,6,"2,099.96"
East,Ohio,Technology,Phones,Home Office,241.84,-0.21331,9,9,3.6,-464.28,35,"2,176.57"
East,Ohio,Technology,Phones,Corporate,281.32,-0.21177,11,11,6,-655.32,43,"3,094.48"
East,Ohio,Technology,Phones,Consumer,445.9,-0.1772,21,21,9.2,"-1,659.27",101,"9,363.90"
East,Ohio,Technology,Accessories,Home Office,145.53,0.09724,6,6,1.2,84.91,22,873.17
East,Ohio,Technology,Accessories,Corporate,174.14,0.17077,14,14,2.8,416.33,59,"2,437.94"
East,Ohio,Technology,Accessories,Consumer,233.89,0.19375,21,21,4.6,951.63,74,"4,911.76"
East,Ohio,Technology,Machines,Corporate,920.5,-1.02464,2,2,1.4,"-1,886.36",16,"1,841.00"
East,Ohio,Technology,Machines,Consumer,"1,189.54",-1.38493,6,6,4.2,"-9,884.59",23,"7,137.24"
East,Ontario,Furniture,Chairs,Consumer,311.43,0.29076,1,3,0,271.66,15,934.3
East,Ontario,Furniture,Furnishings,Corporate,65.18,0.42083,1,4,0,109.72,44,260.72
East,Ontario,Furniture,Tables,Home Office,285.14,-0.05632,1,2,0.3,-32.12,7,570.28
East,Ontario,Furniture,Tables,Consumer,72.02,-0.13258,1,3,0.3,-28.65,8,216.06
East,Ontario,Office Supplies,Paper,Corporate,6.48,0.47994,1,4,0,12.44,4,25.92
East,Ontario,Office Supplies,Binders,Consumer,152.92,0.42627,3,11,1.1,717.05,54,"1,682.13"
East,Ontario,Office Supplies,Storage,Home Office,300.22,-0.084,1,2,0.3,-50.44,3,600.43
East,Ontario,Office Supplies,Appliances,Consumer,87.26,0.2918,1,4,0.2,101.85,8,349.04
East,Ontario,Office Supplies,Art,Consumer,25.81,0.10832,2,7,0.8,19.57,17,180.67
East,Ontario,Office Supplies,Fasteners,Home Office,41.12,0.37519,1,2,0.2,30.86,20,82.24
East,Ontario,Office Supplies,Supplies,Home Office,25.98,0.34074,1,2,0,17.71,6,51.96
East,Ontario,Technology,Copiers,Home Office,608.63,0.39113,1,2,0,476.11,8,"1,217.26"
East,Ontario,Technology,Phones,Corporate,209.5,0.28,1,4,0,234.64,40,838
East,Pennsylvania,Furniture,Chairs,Home Office,424.32,-0.18173,3,3,0.9,-231.34,16,"1,272.96"
East,Pennsylvania,Furniture,Chairs,Corporate,282.23,-0.08824,10,10,3,-249.05,50,"2,822.28"
East,Pennsylvania,Furniture,Chairs,Consumer,696.62,-0.10343,21,21,6.9,"-1,513.03",87,"14,628.94"
East,Pennsylvania,Furniture,Furnishings,Home Office,298.36,0.02036,9,9,2.4,54.67,45,"2,685.26"
East,Pennsylvania,Furniture,Furnishings,Corporate,121.92,0.01493,18,18,4.2,32.76,60,"2,194.55"
East,Pennsylvania,Furniture,Furnishings,Consumer,82.27,0.07893,30,30,6.2,194.79,120,"2,468.00"
East,Pennsylvania,Furniture,Bookcases,Home Office,352.45,-0.6,1,1,0.5,-211.47,5,352.45
East,Pennsylvania,Furniture,Bookcases,Corporate,249.27,-0.51587,3,3,1.5,-385.77,12,747.8
East,Pennsylvania,Furniture,Bookcases,Consumer,688.42,-0.55672,6,6,3,"-2,299.52",27,"4,130.51"
East,Pennsylvania,Furniture,Tables,Home Office,700.93,-0.3212,5,5,2,"-1,125.72",29,"3,504.67"
East,Pennsylvania,Furniture,Tables,Corporate,390.56,-0.2973,5,5,2.4,-580.55,17,"1,952.78"
East,Pennsylvania,Furniture,Tables,Consumer,648.68,-0.3401,4,4,1.6,-882.48,19,"2,594.74"
East,Pennsylvania,Office Supplies,Paper,Home Office,38.68,0.34903,14,15,3.4,202.53,65,580.26
East,Pennsylvania,Office Supplies,Paper,Corporate,47.55,0.33462,20,21,4.6,334.11,84,998.47
East,Pennsylvania,Office Supplies,Paper,Consumer,33.32,0.34566,24,24,5.2,276.38,87,799.57
East,Pennsylvania,Office Supplies,Binders,Home Office,109.99,-0.68687,13,13,11.2,-982.14,57,"1,429.87"
East,Pennsylvania,Office Supplies,Binders,Corporate,39.14,-0.77546,26,29,25.2,-880.21,116,"1,135.08"
East,Pennsylvania,Office Supplies,Binders,Consumer,94.9,-0.73184,37,39,32.2,"-2,708.63",158,"3,701.11"
East,Pennsylvania,Office Supplies,Storage,Home Office,252.29,-0.0888,7,7,1.4,-156.82,29,"1,766.03"
East,Pennsylvania,Office Supplies,Storage,Corporate,315.91,-0.16881,18,19,4.2,"-1,013.22",67,"6,002.27"
East,Pennsylvania,Office Supplies,Storage,Consumer,191.25,-0.0658,21,21,4.2,-264.26,73,"4,016.32"
East,Pennsylvania,Office Supplies,Appliances,Home Office,272.9,0.09522,2,2,0.4,51.97,9,545.81
East,Pennsylvania,Office Supplies,Appliances,Corporate,132.2,0.1619,6,6,1.2,128.42,19,793.19
East,Pennsylvania,Office Supplies,Appliances,Consumer,332.43,0.15457,10,10,3,513.82,49,"3,324.28"
East,Pennsylvania,Office Supplies,Envelopes,Home Office,152.83,0.32106,2,2,0.4,98.14,12,305.66
East,Pennsylvania,Office Supplies,Envelopes,Corporate,83.76,0.34451,7,7,1.4,201.99,28,586.32
East,Pennsylvania,Office Supplies,Envelopes,Consumer,38.01,0.34194,9,9,1.8,116.97,27,342.08
East,Pennsylvania,Office Supplies,Art,Home Office,41.6,0.09675,7,7,1.6,28.17,32,291.2
East,Pennsylvania,Office Supplies,Art,Corporate,21.13,0.1043,17,17,3.4,37.46,60,359.18
East,Pennsylvania,Office Supplies,Art,Consumer,35.84,0.14373,14,14,3,72.12,63,501.78
East,Pennsylvania,Office Supplies,Labels,Home Office,30.12,0.33929,7,7,1.6,71.54,31,210.86
East,Pennsylvania,Office Supplies,Labels,Corporate,26.88,0.33317,5,5,1,44.79,28,134.42
East,Pennsylvania,Office Supplies,Labels,Consumer,25.3,0.3363,10,10,2,85.09,47,253.02
East,Pennsylvania,Office Supplies,Fasteners,Home Office,5.73,0.27507,4,4,0.8,6.3,13,22.91
East,Pennsylvania,Office Supplies,Fasteners,Corporate,14.4,0.23212,8,8,1.6,26.75,51,115.23
East,Pennsylvania,Office Supplies,Fasteners,Consumer,8.28,-0.225,2,2,0.4,-3.73,9,16.57
East,Pennsylvania,Office Supplies,Supplies,Home Office,6.9,-0.20934,2,2,0.4,-2.89,3,13.79
East,Pennsylvania,Office Supplies,Supplies,Corporate,190.9,-0.225,1,1,0.2,-42.95,2,190.9
East,Pennsylvania,Office Supplies,Supplies,Consumer,722.84,-0.21731,9,9,1.8,"-1,413.73",29,"6,505.52"
East,Pennsylvania,Technology,Copiers,Consumer,"2,615.97",0.13272,5,5,2,"1,735.98",22,"13,079.87"
East,Pennsylvania,Technology,Phones,Home Office,476.62,-0.20954,10,10,4.8,-998.73,46,"4,766.22"
East,Pennsylvania,Technology,Phones,Corporate,430.76,-0.20213,17,18,7.2,"-1,567.23",85,"7,753.75"
East,Pennsylvania,Technology,Phones,Consumer,247.67,-0.14493,28,29,12.8,"-1,040.97",104,"7,182.44"
East,Pennsylvania,Technology,Accessories,Home Office,91.83,0.16979,8,8,1.6,124.73,18,734.6
East,Pennsylvania,Technology,Accessories,Corporate,407.87,0.15668,9,9,2,575.16,43,"3,670.86"
East,Pennsylvania,Technology,Accessories,Consumer,120.58,0.06879,24,24,5.4,199.07,80,"2,893.82"
East,Pennsylvania,Technology,Machines,Corporate,418.24,-1.11173,4,4,2.8,"-1,859.90",14,"1,672.97"
East,Pennsylvania,Technology,Machines,Consumer,230.37,-0.77993,2,2,2.1,-359.35,6,460.75
East,Prince Edward Island,Furniture,Chairs,Consumer,160.35,0.38509,2,2,0.4,123.5,16,320.7
East,Prince Edward Island,Office Supplies,Binders,Consumer,156.57,0.25556,2,4,0.4,160.05,10,626.29
East,Prince Edward Island,Office Supplies,Art,Consumer,70.46,0.325,1,2,0.4,45.8,12,140.93
East,Quebec,Furniture,Furnishings,Corporate,70.97,0.05923,1,2,0.4,8.41,5,141.94
East,Quebec,Furniture,Furnishings,Consumer,88.68,0.31596,1,5,0,140.1,18,443.42
East,Quebec,Furniture,Bookcases,Consumer,72.29,-1.36667,1,2,1.4,-197.6,2,144.59
East,Quebec,Office Supplies,Paper,Home Office,15.97,0.07798,1,2,0.6,2.49,7,31.94
East,Quebec,Office Supplies,Paper,Corporate,9.99,0.45,1,2,0,8.99,2,19.98
East,Quebec,Office Supplies,Paper,Consumer,387.99,0.47001,1,2,0,364.72,2,775.98
East,Quebec,Office Supplies,Binders,Home Office,228.67,0.48813,1,2,0,223.24,8,457.34
East,Quebec,Office Supplies,Binders,Corporate,19.44,0.47997,1,2,0,18.66,6,38.88
East,Quebec,Office Supplies,Storage,Corporate,24.62,0.35168,2,6,0.4,51.95,20,147.73
East,Quebec,Office Supplies,Appliances,Home Office,126.18,0.28513,1,2,0,71.96,7,252.36
East,Quebec,Office Supplies,Art,Corporate,7.4,0.29487,2,6,0,13.09,11,44.38
East,Quebec,Office Supplies,Labels,Consumer,104.37,0.12707,1,2,1.1,26.52,10,208.73
East,Quebec,Office Supplies,Fasteners,Consumer,30.12,0.42408,2,7,0,89.42,37,210.86
East,Quebec,Technology,Phones,Corporate,454.42,0.29597,1,2,0,268.99,15,908.83
East,Rhode Island,Furniture,Chairs,Home Office,529.73,0.25879,3,3,0,411.26,11,"1,589.18"
East,Rhode Island,Furniture,Chairs,Consumer,"1,604.90",0.3,1,1,0,481.47,5,"1,604.90"
East,Rhode Island,Furniture,Furnishings,Home Office,72.42,0.33,1,1,0,23.9,6,72.42
East,Rhode Island,Furniture,Furnishings,Corporate,245.68,0.26564,1,1,0,65.26,6,245.68
East,Rhode Island,Furniture,Furnishings,Consumer,42.7,0.37686,2,2,0,32.18,7,85.39
East,Rhode Island,Furniture,Bookcases,Home Office,341.96,0.23,1,1,0,78.65,2,341.96
East,Rhode Island,Furniture,Bookcases,Corporate,220.98,0.23,1,1,0,50.83,1,220.98
East,Rhode Island,Furniture,Tables,Corporate,686.28,-0.12354,2,2,0.9,-169.56,14,"1,372.56"
East,Rhode Island,Furniture,Tables,Consumer,385.69,-0.15714,1,1,0.3,-60.61,1,385.69
East,Rhode Island,Office Supplies,Paper,Home Office,78.67,0.46927,3,3,0,110.76,12,236.02
East,Rhode Island,Office Supplies,Paper,Corporate,45.34,0.48686,5,5,0,110.36,21,226.68
East,Rhode Island,Office Supplies,Paper,Consumer,35.66,0.46095,3,3,0,49.31,13,106.98
East,Rhode Island,Office Supplies,Binders,Home Office,39.97,0.47239,2,2,0,37.76,4,79.93
East,Rhode Island,Office Supplies,Binders,Corporate,45.78,0.5,1,1,0,22.89,3,45.78
East,Rhode Island,Office Supplies,Binders,Consumer,55.57,0.46439,3,3,0,77.42,10,166.71
East,Rhode Island,Office Supplies,Storage,Home Office,"1,099.37",0.28623,4,4,0,"1,258.68",23,"4,397.47"
East,Rhode Island,Office Supplies,Storage,Corporate,48.06,0.23931,3,3,0,34.5,6,144.17
East,Rhode Island,Office Supplies,Storage,Consumer,42.21,0.21823,2,2,0,18.42,7,84.42
East,Rhode Island,Office Supplies,Appliances,Corporate,2.22,0.3,1,1,0,0.67,1,2.22
East,Rhode Island,Office Supplies,Art,Consumer,49.25,0.38,1,1,0,18.72,5,49.25
East,Rhode Island,Office Supplies,Supplies,Corporate,695.16,0.05,1,1,0,34.76,6,695.16
East,Rhode Island,Technology,Copiers,Home Office,"5,399.91",0.48,1,1,0,"2,591.96",9,"5,399.91"
East,Rhode Island,Technology,Copiers,Corporate,"1,999.96",0.45,1,1,0,899.98,4,"1,999.96"
East,Rhode Island,Technology,Phones,Home Office,379.4,0.23755,2,2,0,180.25,8,758.8
East,Rhode Island,Technology,Phones,Corporate,105.98,0.01,1,1,0,1.06,2,105.98
East,Rhode Island,Technology,Accessories,Home Office,943.89,0.43788,2,2,0,826.62,6,"1,887.78"
East,Rhode Island,Technology,Accessories,Corporate,160.99,0.3048,2,2,0,98.14,6,321.98
East,Vermont,Furniture,Chairs,Consumer,715.2,0.25,1,1,0,178.8,3,715.2
East,Vermont,Furniture,Bookcases,Corporate,"4,404.90",0.23,1,1,0,"1,013.13",5,"4,404.90"
East,Vermont,Office Supplies,Paper,Consumer,92.2,0.47,1,1,0,43.33,5,92.2
East,Vermont,Office Supplies,Storage,Corporate,"1,564.29",0.26,1,1,0,406.72,13,"1,564.29"
East,Vermont,Office Supplies,Appliances,Consumer,542.94,0.28,1,1,0,152.02,3,542.94
